 INFO | 2017-11-09 17:34:24,941 | Common.java | 79 | null:  Startup activites...
 INFO | 2017-11-09 17:34:24,946 | Common.java | 79 | null:  Test Output Directory creation successful :C:\FinalDemoWorkspace\SWAUT\TestResults\2017_11_09_05_34_24_PM
 INFO | 2017-11-09 17:34:24,946 | Common.java | 79 | null:  Log File creation successful : LogFile.log
 INFO | 2017-11-09 17:34:25,163 | Common.java | 79 | null:  Getting value of Tc_Settings_Excelpath from Test Configuration file : ./src/test/resources/TestCaseSettings.xls
 INFO | 2017-11-09 17:34:25,258 | Common.java | 79 | null:  Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2017-11-09 17:34:25,427 | Common.java | 79 | null:  Getting value of Browser from Test Configuration file : ChromeHeadless
 INFO | 2017-11-09 17:34:25,427 | Common.java | 79 | null:  Getting value of url from Test Configuration file : http://www.adactin.com/HotelApp/
 INFO | 2017-11-09 17:34:25,428 | Common.java | 79 | TC_001:  Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-11-09 17:34:25,428 | Common.java | 79 | TC_001:  Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2017-11-09 17:34:25,429 | Common.java | 79 | TC_001:  Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2017-11-09 17:34:25,429 | Common.java | 79 | TC_001:  Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2017-11-09 17:34:25,430 | Common.java | 79 | TC_001:  Getting value of Server_url from Test Configuration file : http://192.168.80.247/testlink/lib/api/xmlrpc/v1/xmlrpc.php
 INFO | 2017-11-09 17:34:25,431 | Common.java | 79 | TC_001:  Getting value of Dev_key from Test Configuration file : f8f80ad8ea180f0783bc74555cf948f0
 INFO | 2017-11-09 17:34:25,431 | Common.java | 79 | TC_001:  Getting value of Project_Name from Test Configuration file : Sample
 INFO | 2017-11-09 17:34:25,431 | Common.java | 79 | TC_001:  Getting value of Plan_Name from Test Configuration file : Testplan
 INFO | 2017-11-09 17:34:25,432 | Common.java | 79 | TC_001:  Getting value of Build_Name from Test Configuration file : Build
 INFO | 2017-11-09 17:34:25,433 | Common.java | 79 | TC_001:  Getting value of TestSuiteNum from Test Configuration file : 4
 INFO | 2017-11-09 17:34:25,434 | Common.java | 79 | TC_001:  Element time out set
 INFO | 2017-11-09 17:34:25,434 | Common.java | 79 | TC_001:  ##### Start of Test Case : Login to Adactin Application #####
 INFO | 2017-11-09 17:34:25,434 | Common.java | 79 | TC_001:  Test Case Name: TC_001
 INFO | 2017-11-09 17:34:25,434 | Common.java | 79 | TC_001:  Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2017-11-09 17:34:25,495 | Common.java | 79 | TC_001:  Test Data Set Name: TC_001
 INFO | 2017-11-09 17:34:25,495 | Common.java | 79 | TC_001:  Execution Flag: Execute
 INFO | 2017-11-09 17:34:25,495 | Common.java | 79 | TC_001:  Test Data Set Name: TC_001_01
 INFO | 2017-11-09 17:34:25,495 | Common.java | 79 | TC_001:  Execution Flag: YES
 INFO | 2017-11-09 17:34:25,496 | Common.java | 79 | TC_001:  Test Data Set Name: TC_001_02
 INFO | 2017-11-09 17:34:25,496 | Common.java | 79 | TC_001:  Execution Flag: YES
 INFO | 2017-11-09 17:34:25,496 | Common.java | 79 | TC_001:  Test Data Set Name: 
 INFO | 2017-11-09 17:34:25,496 | Common.java | 79 | TC_001:  Execution Flag: 
 INFO | 2017-11-09 17:34:25,500 | Common.java | 79 | TC_001:  Getting value of Browser from Test Configuration file : ChromeHeadless
 INFO | 2017-11-09 17:34:28,005 | Common.java | 79 | TC_001:  Getting value of url from Test Configuration file : http://www.adactin.com/HotelApp/
 INFO | 2017-11-09 17:34:30,643 | Common.java | 79 | TC_001:  Entered text -> prakashs
 INFO | 2017-11-09 17:34:30,643 | Common.java | 75 | TC_001:  Report step generation success : Entered text -> prakashs
 INFO | 2017-11-09 17:34:30,643 | Common.java | 79 | TC_001:  Entered Username ->prakashs
 INFO | 2017-11-09 17:34:30,644 | Common.java | 75 | TC_001:  Report step generation success : Entered Username ->prakashs
 INFO | 2017-11-09 17:34:30,896 | Common.java | 79 | TC_001:  Entered text -> prakash
 INFO | 2017-11-09 17:34:30,896 | Common.java | 75 | TC_001:  Report step generation success : Entered text -> prakash
 INFO | 2017-11-09 17:34:30,897 | Common.java | 79 | TC_001:  Entered Password ->prakashs
 INFO | 2017-11-09 17:34:30,897 | Common.java | 75 | TC_001:  Report step generation success : Entered Password ->prakashs
 INFO | 2017-11-09 17:34:30,897 | Common.java | 79 | TC_001:  Getting value of Browser from Test Configuration file : ChromeHeadless
 INFO | 2017-11-09 17:34:34,940 | Common.java | 79 | TC_001:  Clicked on WebElement-Login
 INFO | 2017-11-09 17:34:34,941 | Common.java | 75 | TC_001:  Report step generation success : Clicked on WebElement-Login
 INFO | 2017-11-09 17:34:35,053 | Common.java | 79 | TC_001:  Successfully logged in to the application
 INFO | 2017-11-09 17:34:35,053 | Common.java | 75 | TC_001:  Report step generation success : Successfully logged in to the application
 INFO | 2017-11-09 17:34:35,053 | Common.java | 79 | TC_001:  Getting value of Browser from Test Configuration file : ChromeHeadless
 INFO | 2017-11-09 17:34:37,393 | Common.java | 79 | TC_001:  Clicked on WebElement-Logout Link
 INFO | 2017-11-09 17:34:37,393 | Common.java | 75 | TC_001:  Report step generation success : Clicked on WebElement-Logout Link
 INFO | 2017-11-09 17:34:37,747 | Common.java | 79 | TC_001:  Clicked on WebElement-Login Again Link
 INFO | 2017-11-09 17:34:37,747 | Common.java | 75 | TC_001:  Report step generation success : Clicked on WebElement-Login Again Link
 INFO | 2017-11-09 17:34:37,984 | Common.java | 79 | TC_001:  Entered text -> prakashs
 INFO | 2017-11-09 17:34:37,984 | Common.java | 75 | TC_001:  Report step generation success : Entered text -> prakashs
 INFO | 2017-11-09 17:34:37,984 | Common.java | 79 | TC_001:  Entered Username ->prakashs
 INFO | 2017-11-09 17:34:37,984 | Common.java | 75 | TC_001:  Report step generation success : Entered Username ->prakashs
 INFO | 2017-11-09 17:34:38,240 | Common.java | 79 | TC_001:  Entered text -> wrongPassword
 INFO | 2017-11-09 17:34:38,240 | Common.java | 75 | TC_001:  Report step generation success : Entered text -> wrongPassword
 INFO | 2017-11-09 17:34:38,240 | Common.java | 79 | TC_001:  Entered Password ->prakashs
 INFO | 2017-11-09 17:34:38,241 | Common.java | 75 | TC_001:  Report step generation success : Entered Password ->prakashs
 INFO | 2017-11-09 17:34:38,241 | Common.java | 79 | TC_001:  Getting value of Browser from Test Configuration file : ChromeHeadless
 INFO | 2017-11-09 17:34:40,694 | Common.java | 79 | TC_001:  Clicked on WebElement-Login
 INFO | 2017-11-09 17:34:40,695 | Common.java | 75 | TC_001:  Report step generation success : Clicked on WebElement-Login
ERROR | 2017-11-09 17:34:47,844 | Common.java | 87 | TC_001:  Unable to login to application, Check Username and password
ERROR | 2017-11-09 17:34:47,844 | Common.java | 87 | TC_001:  Report step generation success : Unable to login to application, Check Username and password
 INFO | 2017-11-09 17:34:47,845 | Common.java | 79 | TC_001:  Getting value of Browser from Test Configuration file : ChromeHeadless
 INFO | 2017-11-09 17:34:49,884 | Common.java | 79 | TC_001:  Getting value of ExecuteRemainingStepsOnFailure(Yes/No) from Test Configuration file : Yes
 INFO | 2017-11-09 17:34:49,884 | Common.java | 79 | TC_001:  Getting value of OverideTimeoutOnFailure from Test Configuration file : 5
 INFO | 2017-11-09 17:34:49,885 | Common.java | 79 | TC_001:  Getting value of OverideTimeoutOnFailure from Test Configuration file : 5
 INFO | 2017-11-09 17:34:49,885 | Common.java | 79 | TC_001:  Getting value of OverideTimeoutOnFailure from Test Configuration file : 5
 INFO | 2017-11-09 17:34:49,885 | Common.java | 79 | TC_001:  Getting value of OverideTimeoutOnFailure from Test Configuration file : 5
 INFO | 2017-11-09 17:34:50,669 | Common.java | 79 | TC_001:  Getting value of UpdateTestLinkStatus from Test Configuration file : Yes
 INFO | 2017-11-09 17:34:51,971 | Common.java | 79 | TC_002:  Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-11-09 17:34:51,971 | Common.java | 79 | TC_002:  Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2017-11-09 17:34:51,972 | Common.java | 79 | TC_002:  Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2017-11-09 17:34:51,972 | Common.java | 79 | TC_002:  Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2017-11-09 17:34:51,972 | Common.java | 79 | TC_002:  Getting value of Server_url from Test Configuration file : http://192.168.80.247/testlink/lib/api/xmlrpc/v1/xmlrpc.php
 INFO | 2017-11-09 17:34:51,972 | Common.java | 79 | TC_002:  Getting value of Dev_key from Test Configuration file : f8f80ad8ea180f0783bc74555cf948f0
 INFO | 2017-11-09 17:34:51,973 | Common.java | 79 | TC_002:  Getting value of Project_Name from Test Configuration file : Sample
 INFO | 2017-11-09 17:34:51,973 | Common.java | 79 | TC_002:  Getting value of Plan_Name from Test Configuration file : Testplan
 INFO | 2017-11-09 17:34:51,973 | Common.java | 79 | TC_002:  Getting value of Build_Name from Test Configuration file : Build
 INFO | 2017-11-09 17:34:51,973 | Common.java | 79 | TC_002:  Getting value of TestSuiteNum from Test Configuration file : 4
 INFO | 2017-11-09 17:34:51,974 | Common.java | 79 | TC_002:  Element time out set
 INFO | 2017-11-09 17:34:51,974 | Common.java | 79 | TC_002:  ##### Start of Test Case : Search a hotel #####
 INFO | 2017-11-09 17:34:51,974 | Common.java | 79 | TC_002:  Test Case Name: TC_002
 INFO | 2017-11-09 17:34:51,974 | Common.java | 79 | TC_002:  Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2017-11-09 17:34:52,072 | Common.java | 79 | TC_002:  Test Data Set Name: TC_002
 INFO | 2017-11-09 17:34:52,073 | Common.java | 79 | TC_002:  Execution Flag: Execute
 INFO | 2017-11-09 17:34:52,073 | Common.java | 79 | TC_002:  Test Data Set Name: TC_002_01
 INFO | 2017-11-09 17:34:52,073 | Common.java | 79 | TC_002:  Execution Flag: YES
 INFO | 2017-11-09 17:34:52,073 | Common.java | 79 | TC_002:  Test Data Set Name: 
 INFO | 2017-11-09 17:34:52,073 | Common.java | 79 | TC_002:  Execution Flag: 
 INFO | 2017-11-09 17:34:52,074 | Common.java | 79 | TC_002:  Getting value of Browser from Test Configuration file : ChromeHeadless
 INFO | 2017-11-09 17:34:53,959 | Common.java | 79 | TC_002:  Getting value of url from Test Configuration file : http://www.adactin.com/HotelApp/
 INFO | 2017-11-09 17:34:56,036 | Common.java | 79 | TC_002:  Entered text -> prakashs
 INFO | 2017-11-09 17:34:56,037 | Common.java | 75 | TC_002:  Report step generation success : Entered text -> prakashs
 INFO | 2017-11-09 17:34:56,037 | Common.java | 79 | TC_002:  Entered Username ->prakashs
 INFO | 2017-11-09 17:34:56,037 | Common.java | 75 | TC_002:  Report step generation success : Entered Username ->prakashs
 INFO | 2017-11-09 17:34:56,253 | Common.java | 79 | TC_002:  Entered text -> prakash
 INFO | 2017-11-09 17:34:56,253 | Common.java | 75 | TC_002:  Report step generation success : Entered text -> prakash
 INFO | 2017-11-09 17:34:56,253 | Common.java | 79 | TC_002:  Entered Password ->prakashs
 INFO | 2017-11-09 17:34:56,253 | Common.java | 75 | TC_002:  Report step generation success : Entered Password ->prakashs
 INFO | 2017-11-09 17:34:56,254 | Common.java | 79 | TC_002:  Getting value of Browser from Test Configuration file : ChromeHeadless
 INFO | 2017-11-09 17:34:59,392 | Common.java | 79 | TC_002:  Clicked on WebElement-Login
 INFO | 2017-11-09 17:34:59,393 | Common.java | 75 | TC_002:  Report step generation success : Clicked on WebElement-Login
 INFO | 2017-11-09 17:34:59,680 | Common.java | 79 | TC_002:  Selected value -Sydney from dropdown->Location
 INFO | 2017-11-09 17:34:59,680 | Common.java | 75 | TC_002:  Report step generation success : Selected value -Sydney from dropdown->Location
 INFO | 2017-11-09 17:34:59,928 | Common.java | 79 | TC_002:  Selected value -Hotel Sunshine from dropdown->Hotel
 INFO | 2017-11-09 17:34:59,928 | Common.java | 75 | TC_002:  Report step generation success : Selected value -Hotel Sunshine from dropdown->Hotel
 INFO | 2017-11-09 17:35:00,215 | Common.java | 79 | TC_002:  Selected value -Deluxe from dropdown->RoomType
 INFO | 2017-11-09 17:35:00,216 | Common.java | 75 | TC_002:  Report step generation success : Selected value -Deluxe from dropdown->RoomType
 INFO | 2017-11-09 17:35:00,467 | Common.java | 79 | TC_002:  Selected value -2 - Two from dropdown->NumRooms
 INFO | 2017-11-09 17:35:00,467 | Common.java | 75 | TC_002:  Report step generation success : Selected value -2 - Two from dropdown->NumRooms
 INFO | 2017-11-09 17:35:00,704 | Common.java | 79 | TC_002:  Entered text -> 09/11/2017
 INFO | 2017-11-09 17:35:00,705 | Common.java | 75 | TC_002:  Report step generation success : Entered text -> 09/11/2017
 INFO | 2017-11-09 17:35:00,705 | Common.java | 79 | TC_002:  Selected Check In Date as ->09/11/2017
 INFO | 2017-11-09 17:35:00,705 | Common.java | 75 | TC_002:  Report step generation success : Selected Check In Date as ->09/11/2017
 INFO | 2017-11-09 17:35:00,923 | Common.java | 79 | TC_002:  Entered text -> 14/11/2017
 INFO | 2017-11-09 17:35:00,924 | Common.java | 75 | TC_002:  Report step generation success : Entered text -> 14/11/2017
 INFO | 2017-11-09 17:35:00,924 | Common.java | 79 | TC_002:  Selected Check Out Date as ->14/11/2017
 INFO | 2017-11-09 17:35:00,924 | Common.java | 75 | TC_002:  Report step generation success : Selected Check Out Date as ->14/11/2017
 INFO | 2017-11-09 17:35:01,187 | Common.java | 79 | TC_002:  Selected value -4 - Four from dropdown->Adults
 INFO | 2017-11-09 17:35:01,187 | Common.java | 75 | TC_002:  Report step generation success : Selected value -4 - Four from dropdown->Adults
 INFO | 2017-11-09 17:35:01,445 | Common.java | 79 | TC_002:  Selected value -4 - Four from dropdown->Children
 INFO | 2017-11-09 17:35:01,446 | Common.java | 75 | TC_002:  Report step generation success : Selected value -4 - Four from dropdown->Children
 INFO | 2017-11-09 17:35:02,161 | Common.java | 79 | TC_002:  Clicked on WebElement-Search
 INFO | 2017-11-09 17:35:02,161 | Common.java | 75 | TC_002:  Report step generation success : Clicked on WebElement-Search
 INFO | 2017-11-09 17:35:02,162 | Common.java | 79 | TC_002:  Clicked on Seach button
 INFO | 2017-11-09 17:35:02,162 | Common.java | 75 | TC_002:  Report step generation success : Clicked on Seach button
 INFO | 2017-11-09 17:35:02,162 | Common.java | 79 | TC_002:  Getting value of Browser from Test Configuration file : ChromeHeadless
 INFO | 2017-11-09 17:35:04,457 | Common.java | 79 | TC_002:  Getting value of UpdateTestLinkStatus from Test Configuration file : Yes
 INFO | 2017-11-09 17:35:05,700 | Common.java | 79 | TC_003:  Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-11-09 17:35:05,701 | Common.java | 79 | TC_003:  Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2017-11-09 17:35:05,701 | Common.java | 79 | TC_003:  Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2017-11-09 17:35:05,702 | Common.java | 79 | TC_003:  Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2017-11-09 17:35:05,702 | Common.java | 79 | TC_003:  Getting value of Server_url from Test Configuration file : http://192.168.80.247/testlink/lib/api/xmlrpc/v1/xmlrpc.php
 INFO | 2017-11-09 17:35:05,703 | Common.java | 79 | TC_003:  Getting value of Dev_key from Test Configuration file : f8f80ad8ea180f0783bc74555cf948f0
 INFO | 2017-11-09 17:35:05,703 | Common.java | 79 | TC_003:  Getting value of Project_Name from Test Configuration file : Sample
 INFO | 2017-11-09 17:35:05,704 | Common.java | 79 | TC_003:  Getting value of Plan_Name from Test Configuration file : Testplan
 INFO | 2017-11-09 17:35:05,704 | Common.java | 79 | TC_003:  Getting value of Build_Name from Test Configuration file : Build
 INFO | 2017-11-09 17:35:05,705 | Common.java | 79 | TC_003:  Getting value of TestSuiteNum from Test Configuration file : 4
 INFO | 2017-11-09 17:35:05,705 | Common.java | 79 | TC_003:  Element time out set
 INFO | 2017-11-09 17:35:05,705 | Common.java | 79 | TC_003:  ##### Start of Test Case : Book a hotel #####
 INFO | 2017-11-09 17:35:05,705 | Common.java | 79 | TC_003:  Test Case Name: TC_003
 INFO | 2017-11-09 17:35:05,706 | Common.java | 79 | TC_003:  Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2017-11-09 17:35:05,788 | Common.java | 79 | TC_003:  Test Data Set Name: TC_003
 INFO | 2017-11-09 17:35:05,788 | Common.java | 79 | TC_003:  Execution Flag: Execute
 INFO | 2017-11-09 17:35:05,788 | Common.java | 79 | TC_003:  Test Data Set Name: TC_003_01
 INFO | 2017-11-09 17:35:05,789 | Common.java | 79 | TC_003:  Execution Flag: YES
 INFO | 2017-11-09 17:35:05,789 | Common.java | 79 | TC_003:  Test Data Set Name: 
 INFO | 2017-11-09 17:35:05,789 | Common.java | 79 | TC_003:  Execution Flag: 
 INFO | 2017-11-09 17:35:05,789 | Common.java | 79 | TC_003:  Getting value of Browser from Test Configuration file : ChromeHeadless
 INFO | 2017-11-09 17:35:07,949 | Common.java | 79 | TC_003:  Getting value of url from Test Configuration file : http://www.adactin.com/HotelApp/
 INFO | 2017-11-09 17:35:10,242 | Common.java | 79 | TC_003:  Entered text -> prakashs
 INFO | 2017-11-09 17:35:10,242 | Common.java | 75 | TC_003:  Report step generation success : Entered text -> prakashs
