 INFO | 2017-11-09 17:29:15,373 | Common.java | 79 | null:  Startup activites...
 INFO | 2017-11-09 17:29:15,376 | Common.java | 79 | null:  Test Output Directory creation successful :C:\FinalDemoWorkspace\SWAUT\TestResults\2017_11_09_05_29_15_PM
 INFO | 2017-11-09 17:29:15,376 | Common.java | 79 | null:  Log File creation successful : LogFile.log
 INFO | 2017-11-09 17:29:15,616 | Common.java | 79 | null:  Getting value of Tc_Settings_Excelpath from Test Configuration file : ./src/test/resources/TestCaseSettings.xls
 INFO | 2017-11-09 17:29:15,722 | Common.java | 79 | null:  Getting value of TestDataFile from Test Configuration file : .\src\test\resources\TestData.xls
 INFO | 2017-11-09 17:29:15,870 | Common.java | 79 | null:  Getting value of Browser from Test Configuration file : ChromeHeadless
 INFO | 2017-11-09 17:29:15,870 | Common.java | 79 | null:  Getting value of url from Test Configuration file : http://www.adactin.com/HotelApp/
 INFO | 2017-11-09 17:29:15,871 | Common.java | 79 | TC_001:  Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2017-11-09 17:29:15,871 | Common.java | 79 | TC_001:  Getting value of TextLoadWaitTime from Test Configuration file : 10
 INFO | 2017-11-09 17:29:15,872 | Common.java | 79 | TC_001:  Getting value of PageLoadWaitTime from Test Configuration file : 120
 INFO | 2017-11-09 17:29:15,872 | Common.java | 79 | TC_001:  Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2017-11-09 17:29:15,872 | Common.java | 79 | TC_001:  Getting value of Server_url from Test Configuration file : http://192.168.80.247/testlink/lib/api/xmlrpc/v1/xmlrpc.php
 INFO | 2017-11-09 17:29:15,874 | Common.java | 79 | TC_001:  Getting value of Dev_key from Test Configuration file : f8f80ad8ea180f0783bc74555cf948f0
 INFO | 2017-11-09 17:29:15,874 | Common.java | 79 | TC_001:  Getting value of Project_Name from Test Configuration file : Sample
 INFO | 2017-11-09 17:29:15,874 | Common.java | 79 | TC_001:  Getting value of Plan_Name from Test Configuration file : Testplan
 INFO | 2017-11-09 17:29:15,875 | Common.java | 79 | TC_001:  Getting value of Build_Name from Test Configuration file : Build
 INFO | 2017-11-09 17:29:15,876 | Common.java | 79 | TC_001:  Getting value of TestSuiteNum from Test Configuration file : 4
 INFO | 2017-11-09 17:29:15,876 | Common.java | 79 | TC_001:  Element time out set
 INFO | 2017-11-09 17:29:15,877 | Common.java | 79 | TC_001:  ##### Start of Test Case : Login to Adactin Application #####
 INFO | 2017-11-09 17:29:15,877 | Common.java | 79 | TC_001:  Test Case Name: TC_001
